OrderID,Date,CustomerID,Region,Category,Product,Quantity,UnitPrice,Sales,Profit
89,2023-10-01,CUST3369,South,Clothing,Shirt,5,376.82,1884.1,132.3
90,2023-02-24,CUST4198,East,Groceries,Bread,9,1380.11,12420.99,801.76
91,2021-09-25,CUST1116,North,Electronics,Headphones,1,890.28,890.28,97.88
92,2023-02-15,CUST1311,East,Furniture,Sofa,9,1323.79,11914.11,1429.5
93,2023-07-19,CUST4684,North,Home Appliances,Refrigerator,7,1317.65,9223.55,1465.79
94,2022-05-10,CUST9675,West,Groceries,Milk,7,104.96,734.72,140.71
95,2023-12-29,CUST7871,West,Electronics,Smartphone,5,249.13,1245.65,168.75
96,2023-05-28,CUST7059,South,Clothing,Shirt,5,197.37,986.85,126.17
97,2022-08-15,CUST9787,West,Electronics,Laptop,4,358.91,1435.64,77.94
98,2021-04-18,CUST7096,North,Electronics,Camera,5,952.21,4761.05,444.21
99,2020-12-22,CUST4065,West,Clothing,Jacket,7,105.64,739.48,212.44
100,2023-01-28,CUST4429,North,Home Appliances,Blender,2,529.18,1058.36,56.97
101,2021-03-17,CUST5201,West,Groceries,Milk,1,1083.36,1083.36,239.41
102,2022-11-05,CUST2150,North,Furniture,Wardrobe,8,1888.34,15106.72,4321.47
103,2022-06-14,CUST4374,North,Groceries,Eggs,4,1155.19,4620.76,679.45
104,2021-01-14,CUST7851,South,Groceries,Eggs,1,921.92,921.92,171.85
105,2023-07-15,CUST6487,South,Clothing,Shirt,3,1642.65,4927.95,1049.02
106,2022-12-02,CUST6410,North,Clothing,Jeans,2,87.54,175.08,35.81
107,2021-12-27,CUST7690,South,Furniture,Wardrobe,1,1314.89,1314.89,192.43
108,2022-08-27,CUST7789,East,Clothing,Shoes,10,687.84,6878.4,792.21
109,2023-05-04,CUST7847,West,Groceries,Wheat,10,1396.51,13965.1,2894.07
110,2021-02-16,CUST9690,East,Groceries,Wheat,8,1472.79,11782.32,2955.83
111,2022-01-30,CUST8041,South,Clothing,Shirt,4,363.1,1452.4,345.17
112,2020-07-10,CUST2023,East,Clothing,Shoes,3,1981.11,5943.33,910.25
113,2022-09-04,CUST4608,South,Electronics,Tablet,1,1555.06,1555.06,210.25
114,2023-04-28,CUST1927,North,Furniture,Sofa,5,484.81,2424.05,533.2
115,2020-10-05,CUST8514,East,Clothing,Jacket,9,484.09,4356.81,629.26
116,2020-03-02,CUST3692,East,Furniture,Wardrobe,4,1654.65,6618.6,860.5
117,2021-11-29,CUST4229,East,Home Appliances,Refrigerator,3,784.51,2353.53,124.05
118,2023-06-10,CUST6416,North,Groceries,Rice,3,191.66,574.98,74.65
119,2021-12-18,CUST5240,South,Clothing,Jacket,4,1151.14,4604.56,957.56
120,2022-06-03,CUST5118,North,Furniture,Sofa,5,593.49,2967.45,392.2
121,2022-06-09,CUST2900,North,Clothing,Jacket,5,1507.23,7536.15,1868.17
122,2021-07-22,CUST2297,South,Electronics,Tablet,7,191.5,1340.5,232.72
123,2022-07-23,CUST1652,South,Groceries,Eggs,10,888.65,8886.5,2416.47
124,2020-08-22,CUST5293,North,Electronics,Tablet,2,1937.62,3875.24,860.33
125,2022-08-11,CUST7931,North,Electronics,Camera,1,211.23,211.23,15.0
126,2023-04-06,CUST6222,East,Clothing,Shirt,10,799.34,7993.4,2181.99
127,2023-05-02,CUST5014,East,Home Appliances,Microwave,5,1031.52,5157.6,558.6
128,2023-10-20,CUST4470,East,Electronics,Tablet,1,1761.92,1761.92,192.35
129,2023-09-12,CUST2882,North,Furniture,Bed,9,1187.86,10690.74,1470.56
130,2023-06-29,CUST1372,West,Electronics,Headphones,3,1556.52,4669.56,885.35
131,2020-03-31,CUST8124,South,Home Appliances,Refrigerator,10,1813.65,18136.5,1411.01
132,2020-06-21,CUST7791,North,Home Appliances,Washing Machine,2,942.63,1885.26,120.8
133,2021-04-20,CUST1481,West,Clothing,Jeans,8,243.88,1951.04,414.21
134,2022-10-21,CUST7220,West,Clothing,Jacket,3,1170.9,3512.7,1020.59
135,2023-04-29,CUST7091,West,Home Appliances,Refrigerator,1,174.95,174.95,31.86
136,2023-02-14,CUST9424,North,Electronics,Tablet,6,1606.2,9637.2,2837.92
137,2020-06-21,CUST1183,North,Home Appliances,Washing Machine,5,96.37,481.85,135.48
138,2022-02-02,CUST2893,East,Furniture,Sofa,5,513.45,2567.25,574.69
139,2023-11-26,CUST1681,North,Groceries,Wheat,9,441.45,3973.05,491.16
140,2023-10-28,CUST5416,East,Electronics,Tablet,6,1172.79,7036.74,1937.14
141,2022-08-28,CUST5930,West,Clothing,Shirt,10,1901.32,19013.2,5182.35
142,2022-08-29,CUST5139,South,Electronics,Headphones,8,1244.06,9952.48,1187.78
143,2023-10-03,CUST8287,North,Electronics,Laptop,4,932.76,3731.04,516.14
144,2023-04-16,CUST3164,South,Furniture,Table,5,1949.05,9745.25,2889.98
145,2021-05-16,CUST3360,South,Home Appliances,Microwave,1,566.73,566.73,86.6
146,2021-04-05,CUST6363,North,Home Appliances,Blender,3,1646.85,4940.55,1420.16
147,2020-09-12,CUST3769,East,Electronics,Headphones,5,1230.7,6153.5,951.09
148,2022-04-03,CUST3753,North,Home Appliances,Refrigerator,2,1107.66,2215.32,202.06
149,2022-10-12,CUST1975,West,Home Appliances,Blender,1,1557.43,1557.43,264.91
150,2023-06-16,CUST4100,South,Furniture,Table,1,759.71,759.71,180.35
151,2023-05-25,CUST7929,South,Clothing,Shirt,6,1660.04,9960.24,1915.06
152,2020-04-14,CUST7823,South,Clothing,Dress,3,276.37,829.11,44.29
153,2022-04-02,CUST3795,South,Clothing,Jeans,6,1386.51,8319.06,1527.27
154,2022-02-09,CUST5406,South,Electronics,Camera,5,1174.45,5872.25,1359.6
155,2021-12-14,CUST8132,East,Home Appliances,Blender,10,761.92,7619.2,840.18
156,2021-04-01,CUST3574,North,Home Appliances,Air Conditioner,1,1908.56,1908.56,384.66
157,2021-03-24,CUST1347,South,Clothing,Dress,1,1516.43,1516.43,93.6
158,2020-04-04,CUST9010,South,Clothing,Shoes,8,54.15,433.2,75.61
159,2021-03-13,CUST9931,North,Clothing,Jacket,6,1664.43,9986.58,1267.74
160,2022-12-13,CUST2242,East,Home Appliances,Refrigerator,5,185.93,929.65,230.51
161,2021-02-04,CUST1196,North,Electronics,Laptop,7,1512.72,10589.04,2171.57
162,2021-07-31,CUST4628,East,Home Appliances,Microwave,3,1807.27,5421.81,1107.76
163,2022-01-07,CUST8970,South,Home Appliances,Washing Machine,6,1220.09,7320.54,1531.17
164,2023-09-20,CUST9147,West,Home Appliances,Blender,3,1809.28,5427.84,743.96
165,2020-06-14,CUST3376,North,Home Appliances,Microwave,1,1569.47,1569.47,234.06
166,2022-01-28,CUST3175,North,Electronics,Tablet,10,1726.1,17261.0,4960.47
167,2022-06-18,CUST8539,East,Home Appliances,Microwave,10,1853.91,18539.1,3207.8
168,2022-09-10,CUST9258,West,Home Appliances,Refrigerator,5,1960.26,9801.3,1697.14
169,2020-07-23,CUST7868,North,Furniture,Wardrobe,3,1079.15,3237.45,534.28
170,2022-04-27,CUST2611,South,Electronics,Tablet,6,1398.36,8390.16,797.21
171,2022-06-18,CUST4308,North,Clothing,Jacket,8,829.21,6633.68,1781.67
172,2021-10-28,CUST5331,North,Electronics,Headphones,2,1207.85,2415.7,255.97
173,2022-10-25,CUST4457,South,Furniture,Chair,2,564.39,1128.78,106.39
174,2023-11-29,CUST8923,West,Home Appliances,Blender,6,250.07,1500.42,247.86
175,2020-12-11,CUST4532,West,Electronics,Tablet,2,266.21,532.42,70.56
176,2023-01-01,CUST6341,East,Electronics,Camera,10,1600.83,16008.3,3313.32
177,2020-08-26,CUST7773,East,Clothing,Shoes,8,1748.42,13987.36,3919.51
178,2020-12-02,CUST3352,North,Furniture,Bed,10,1737.92,17379.2,1236.17
179,2023-06-30,CUST2257,South,Clothing,Shoes,4,426.61,1706.44,243.37
180,2021-12-26,CUST5401,South,Furniture,Sofa,10,1522.31,15223.1,2783.03
181,2023-11-10,CUST1073,South,Furniture,Sofa,10,83.0,830.0,93.88
182,2022-10-27,CUST3665,East,Home Appliances,Washing Machine,3,1791.46,5374.38,956.21
183,2023-07-21,CUST9521,West,Clothing,Dress,10,714.75,7147.5,1067.06
184,2023-04-30,CUST4454,West,Furniture,Chair,9,1477.44,13296.96,1270.8
185,2022-11-28,CUST5691,East,Home Appliances,Washing Machine,9,1683.01,15147.09,1095.15
186,2020-05-05,CUST2702,West,Furniture,Wardrobe,9,1782.15,16039.35,3182.18
187,2023-11-18,CUST1217,South,Clothing,Shoes,3,1301.16,3903.48,663.18
188,2020-08-15,CUST5700,South,Electronics,Laptop,6,1177.81,7066.86,1670.32
189,2023-10-24,CUST7965,East,Home Appliances,Air Conditioner,3,763.76,2291.28,307.86
190,2021-11-22,CUST2620,East,Electronics,Camera,10,1219.03,12190.3,1354.2
191,2020-11-10,CUST5939,West,Home Appliances,Air Conditioner,6,1215.49,7292.94,797.17
192,2021-10-23,CUST2718,South,Groceries,Milk,5,314.19,1570.95,175.14
193,2021-05-30,CUST9958,West,Furniture,Chair,8,1794.56,14356.48,1005.79
194,2020-08-30,CUST1990,South,Furniture,Wardrobe,8,1396.95,11175.6,3345.01
195,2020-01-06,CUST6237,West,Electronics,Camera,2,1156.24,2312.48,645.99
196,2021-10-07,CUST4748,East,Home Appliances,Microwave,6,523.23,3139.38,291.09
197,2022-08-04,CUST2546,West,Electronics,Laptop,9,1439.73,12957.57,2381.07
198,2022-11-15,CUST4859,East,Clothing,Jacket,3,1678.78,5036.34,510.03
199,2023-12-04,CUST7935,East,Groceries,Milk,6,1424.8,8548.8,853.83
200,2021-06-15,CUST7544,East,Groceries,Milk,1,1064.38,1064.38,241.41
201,2021-10-15,CUST7087,West,Furniture,Table,6,1166.66,6999.96,620.13
202,2022-04-24,CUST4565,North,Home Appliances,Blender,3,113.13,339.39,45.53
203,2020-01-10,CUST8625,North,Home Appliances,Air Conditioner,5,136.12,680.6,202.47
204,2020-01-13,CUST9302,West,Groceries,Bread,8,1621.65,12973.2,1474.54
205,2020-11-24,CUST2791,North,Furniture,Wardrobe,1,242.23,242.23,40.77
206,2023-12-13,CUST5382,West,Electronics,Smartphone,1,1702.95,1702.95,402.74
207,2020-11-29,CUST6867,West,Furniture,Bed,5,1464.43,7322.15,2083.77
208,2021-08-10,CUST3141,East,Groceries,Rice,3,142.33,426.99,100.46
209,2022-07-06,CUST7008,South,Furniture,Chair,8,1657.6,13260.8,3151.1
210,2022-03-08,CUST4171,East,Groceries,Milk,3,336.89,1010.67,256.35
211,2023-11-03,CUST2744,South,Furniture,Bed,10,1816.65,18166.5,2344.37
212,2022-12-01,CUST2096,North,Furniture,Sofa,9,1369.13,12322.17,2008.36
213,2021-09-07,CUST4671,North,Clothing,Dress,3,1251.96,3755.88,694.63
214,2021-07-28,CUST2880,East,Home Appliances,Washing Machine,1,472.1,472.1,129.78
215,2021-05-17,CUST5716,East,Electronics,Laptop,2,1091.67,2183.34,603.95
216,2022-11-28,CUST3696,West,Groceries,Rice,3,868.74,2606.22,347.16
217,2023-04-17,CUST3634,East,Home Appliances,Air Conditioner,8,1390.5,11124.0,1019.88
218,2023-08-05,CUST7470,West,Home Appliances,Refrigerator,4,1485.51,5942.04,1148.52
219,2020-06-05,CUST2428,East,Clothing,Jacket,6,1507.28,9043.68,2050.61
220,2023-12-05,CUST1662,North,Groceries,Bread,7,294.82,2063.74,208.72
221,2021-05-31,CUST9502,West,Electronics,Tablet,10,690.74,6907.4,1763.56
222,2023-03-28,CUST2137,South,Groceries,Milk,4,919.43,3677.72,739.18
223,2020-01-15,CUST1285,East,Clothing,Shirt,8,308.34,2466.72,264.71
224,2022-04-23,CUST4288,South,Electronics,Camera,2,34.28,68.56,13.69
225,2023-08-08,CUST5705,North,Clothing,Dress,10,511.08,5110.8,697.24
226,2020-01-11,CUST9863,West,Home Appliances,Microwave,10,691.62,6916.2,738.91
227,2020-01-23,CUST1687,South,Home Appliances,Blender,10,1895.09,18950.9,1674.08
228,2020-05-20,CUST2148,North,Electronics,Smartphone,8,1016.72,8133.76,1650.04
229,2022-04-07,CUST8680,West,Furniture,Wardrobe,4,1838.31,7353.24,1820.08
230,2020-05-06,CUST3160,East,Home Appliances,Microwave,10,1544.78,15447.8,2218.44
231,2022-10-10,CUST7965,North,Electronics,Camera,3,1475.52,4426.56,1255.34
232,2022-02-17,CUST3505,West,Electronics,Smartphone,7,254.39,1780.73,194.06
233,2023-10-01,CUST9409,East,Furniture,Bed,4,258.08,1032.32,289.27
234,2021-07-20,CUST5835,South,Home Appliances,Air Conditioner,3,1186.64,3559.92,533.1
235,2022-08-26,CUST5499,North,Clothing,Shirt,5,677.04,3385.2,848.71
236,2020-04-26,CUST3672,South,Clothing,Shirt,10,673.66,6736.6,1007.41
237,2021-06-20,CUST2330,North,Electronics,Headphones,10,1840.51,18405.1,2513.89
238,2023-05-18,CUST5141,East,Groceries,Rice,2,1837.72,3675.44,723.21
239,2022-08-12,CUST8943,South,Clothing,Dress,3,503.97,1511.91,293.93
240,2023-04-18,CUST3549,North,Groceries,Milk,6,77.42,464.52,59.4
241,2020-10-11,CUST7010,East,Electronics,Laptop,6,447.99,2687.94,277.32
242,2022-12-08,CUST6223,South,Clothing,Shoes,7,1951.33,13659.31,2250.33
243,2020-05-27,CUST6463,West,Home Appliances,Washing Machine,6,1722.66,10335.96,1899.41
244,2023-10-15,CUST7568,West,Clothing,Shoes,1,606.2,606.2,77.28
245,2022-09-16,CUST6096,East,Electronics,Camera,7,859.31,6015.17,1503.46
246,2023-09-03,CUST5535,West,Furniture,Wardrobe,1,82.73,82.73,13.9
247,2023-12-18,CUST2828,West,Clothing,Shoes,3,140.76,422.28,102.99
248,2023-04-13,CUST3838,East,Electronics,Headphones,2,1053.54,2107.08,337.53
249,2020-04-23,CUST5055,North,Furniture,Sofa,6,1533.06,9198.36,696.73
250,2023-07-11,CUST8442,South,Clothing,Jacket,7,1892.77,13249.39,1899.0
251,2020-06-10,CUST9801,West,Electronics,Camera,1,60.52,60.52,5.39
252,2023-04-16,CUST9194,North,Home Appliances,Refrigerator,7,1321.26,9248.82,525.09
253,2022-01-28,CUST5756,East,Groceries,Wheat,3,469.84,1409.52,307.24
254,2020-11-23,CUST5103,North,Groceries,Rice,6,685.15,4110.9,790.78
255,2022-12-10,CUST9260,South,Home Appliances,Blender,1,1117.88,1117.88,257.34
256,2020-04-05,CUST1444,East,Furniture,Sofa,8,1447.31,11578.48,3055.84
257,2021-05-05,CUST3254,North,Groceries,Bread,4,1889.38,7557.52,644.43
258,2022-06-28,CUST7985,West,Clothing,Dress,7,1793.71,12555.97,668.61
259,2022-02-13,CUST2133,East,Electronics,Smartphone,1,423.69,423.69,23.99
260,2023-11-05,CUST2043,North,Home Appliances,Refrigerator,3,1170.25,3510.75,545.42
261,2021-05-28,CUST6208,South,Electronics,Headphones,1,1636.71,1636.71,221.7
262,2022-01-15,CUST9164,North,Furniture,Bed,2,732.49,1464.98,85.78
263,2020-09-17,CUST7862,East,Furniture,Table,5,824.73,4123.65,775.29
264,2023-06-03,CUST7992,North,Furniture,Wardrobe,5,595.99,2979.95,855.58
265,2022-05-03,CUST1412,East,Groceries,Rice,8,237.33,1898.64,363.48
266,2020-02-28,CUST7085,West,Home Appliances,Washing Machine,7,1601.71,11211.97,1752.47
267,2023-02-12,CUST1478,West,Groceries,Wheat,1,544.67,544.67,100.99
268,2020-08-24,CUST6753,North,Home Appliances,Washing Machine,9,523.2,4708.8,399.49
269,2023-06-12,CUST7122,West,Clothing,Dress,4,273.23,1092.92,300.71
270,2021-09-01,CUST1262,East,Furniture,Chair,7,1369.54,9586.78,2450.82
271,2020-05-07,CUST7610,East,Furniture,Wardrobe,5,1631.96,8159.8,1424.07
272,2020-02-03,CUST8159,North,Furniture,Wardrobe,1,816.44,816.44,142.36
273,2021-08-10,CUST1081,South,Groceries,Wheat,7,222.09,1554.63,132.15
274,2020-01-27,CUST8275,North,Electronics,Smartphone,9,540.33,4862.97,1133.3
275,2021-09-01,CUST1870,North,Furniture,Bed,9,993.6,8942.4,1728.78
276,2023-11-25,CUST1592,North,Furniture,Table,10,814.72,8147.2,1977.55
277,2020-05-09,CUST8245,West,Clothing,Shirt,6,1478.69,8872.14,627.26
278,2023-08-08,CUST2965,North,Furniture,Wardrobe,3,498.24,1494.72,220.21
279,2023-08-12,CUST8531,South,Electronics,Laptop,4,1440.9,5763.6,716.3
280,2023-06-04,CUST9339,North,Furniture,Table,6,957.34,5744.04,1240.24
281,2022-01-27,CUST7030,South,Furniture,Wardrobe,6,1467.82,8806.92,913.59
282,2022-01-20,CUST1667,West,Furniture,Sofa,4,332.41,1329.64,346.21
283,2022-08-15,CUST7887,North,Furniture,Bed,2,1250.43,2500.86,421.54
284,2020-03-13,CUST6432,East,Electronics,Headphones,9,709.56,6386.04,978.33
285,2020-03-01,CUST8899,South,Clothing,Jacket,8,875.31,7002.48,781.48
286,2020-05-10,CUST2019,North,Electronics,Tablet,2,1600.84,3201.68,716.13
287,2020-04-11,CUST4819,West,Furniture,Bed,2,215.16,430.32,55.36
288,2022-03-27,CUST1903,East,Clothing,Shoes,1,1900.97,1900.97,307.01
289,2020-01-12,CUST4775,West,Home Appliances,Air Conditioner,8,1519.2,12153.6,2549.06
290,2023-01-09,CUST5156,West,Groceries,Eggs,7,1450.97,10156.79,2125.9
291,2023-05-08,CUST6435,West,Home Appliances,Air Conditioner,9,1807.69,16269.21,3443.64
292,2021-05-03,CUST5031,East,Home Appliances,Microwave,10,88.46,884.6,200.27
293,2021-12-11,CUST1050,West,Clothing,Shoes,1,369.34,369.34,70.91
294,2020-09-06,CUST4567,North,Electronics,Camera,7,77.55,542.85,121.79
295,2020-05-16,CUST4156,South,Groceries,Eggs,3,1849.55,5548.65,1624.45
296,2021-12-27,CUST9495,East,Electronics,Tablet,2,1492.68,2985.36,190.23
297,2022-09-21,CUST8079,East,Groceries,Bread,2,1049.64,2099.28,443.23
298,2023-03-28,CUST3890,North,Electronics,Headphones,8,467.72,3741.76,299.87
299,2023-01-26,CUST8683,South,Home Appliances,Refrigerator,3,1395.61,4186.83,565.09
300,2020-07-01,CUST2878,North,Furniture,Sofa,7,140.06,980.42,126.3
301,2021-05-11,CUST5788,West,Groceries,Bread,4,1583.54,6334.16,821.47
302,2021-12-22,CUST4601,North,Groceries,Bread,1,1773.1,1773.1,361.65
303,2022-06-12,CUST3321,West,Furniture,Wardrobe,2,58.56,117.12,31.33
304,2021-02-17,CUST4770,East,Clothing,Jeans,7,379.09,2653.63,387.41
305,2022-11-28,CUST1001,West,Home Appliances,Refrigerator,4,114.84,459.36,33.14
306,2020-11-13,CUST2261,West,Clothing,Jeans,5,964.76,4823.8,941.55
307,2023-06-16,CUST5187,East,Groceries,Eggs,9,1538.86,13849.74,2138.98
308,2023-10-14,CUST9503,East,Furniture,Bed,4,1477.79,5911.16,648.42
309,2020-01-03,CUST9632,East,Home Appliances,Washing Machine,8,581.61,4652.88,577.32
310,2020-10-19,CUST3979,South,Furniture,Sofa,9,561.76,5055.84,1403.42
311,2021-08-07,CUST2507,West,Electronics,Laptop,1,789.34,789.34,64.02
312,2020-07-05,CUST3457,North,Electronics,Headphones,10,1598.0,15980.0,1833.64
313,2023-11-04,CUST1958,East,Electronics,Camera,6,1964.84,11789.04,3195.42
314,2023-09-29,CUST1749,West,Clothing,Jeans,2,342.4,684.8,203.93
315,2023-08-26,CUST1903,South,Home Appliances,Blender,5,1662.98,8314.9,665.9
316,2023-02-04,CUST9824,West,Groceries,Milk,2,774.34,1548.68,91.66
317,2021-05-20,CUST8231,West,Home Appliances,Refrigerator,3,1654.15,4962.45,1241.57
318,2020-02-23,CUST5097,East,Groceries,Eggs,7,1768.73,12381.11,3490.71
319,2021-02-22,CUST6899,North,Furniture,Table,2,987.46,1974.92,590.67
320,2020-01-03,CUST3675,East,Furniture,Wardrobe,3,456.64,1369.92,145.15
321,2023-01-17,CUST9097,East,Clothing,Jacket,9,1790.89,16118.01,4271.78
